2.469196	2.748058	
2.922940	3.235486	
3.379469	3.649874	
5.266045	5.634631	
5.698897	5.993765	
6.195590	6.400299	
6.629953	6.903859	
7.314717	7.566998	
12.095585	12.391964	
12.412690	12.673835	
12.809589	12.975396	
13.233432	13.395094	
16.527801	16.891539	
16.944389	17.213825	
17.844926	18.057366	
18.198803	18.372701	
18.607085	18.774262	
20.325063	20.992932	
21.160109	21.438178	
25.813599	26.171281	
26.211950	26.494550	
27.109805	27.356950	
27.738617	27.970120	
30.759623	31.047438	
31.067251	31.326909	
31.503144	31.713790	
33.127834	33.491773	
33.556427	33.882825	
33.886996	34.118499	
37.810029	38.154155	
38.158326	38.503495	
38.763153	39.123964	
40.181368	40.504638	
40.820715	41.053574	
47.339914	47.641698	
47.656068	47.977295	
51.277088	51.622161	
51.630757	51.932849	
52.108456	52.392128	
58.338187	58.629227	
58.733609	58.949740	
59.126574	59.352529	
