1.424897	1.732021	
1.793973	2.032554	
2.134050	2.347587	
2.567714	2.741707	
3.025105	3.197779	
3.425816	3.580037	
5.573047	5.878853	
5.953986	6.187295	
6.383696	6.609096	
10.463303	10.780972	
10.874559	11.119731	
11.285815	11.549441	
11.781432	12.107009	
12.336364	12.588126	
15.893992	16.234069	
16.276249	16.537239	
16.650598	16.922132	
17.101398	17.336025	
17.542971	17.753871	
18.992912	19.343534	
19.406804	19.699429	
19.940646	20.189773	
20.603665	20.830383	
21.283819	21.557990	
27.757148	28.101179	
28.143359	28.410939	
28.567797	28.777379	
29.030460	29.230815	
29.568924	29.747023	
34.155069	34.492299	
34.567122	34.830583	
35.017113	35.270036	
35.477643	35.683142	
36.054095	36.232195	
36.505140	36.711694	
39.577094	39.941724	
40.021816	40.310569	
40.422277	40.649907	
40.888076	41.102006	
41.410782	41.657382	
44.442690	44.772543	
44.839989	45.081319	
45.319488	45.601918	
49.697154	50.002769	
50.087076	50.342106	
50.519152	50.744674	
55.501724	55.809447	
55.864246	56.139300	
56.291053	56.519737	
56.814813	57.040336	
57.413396	57.662103	
