1.716492	2.057791	
2.101511	2.352550	
4.362144	4.656902	
4.717547	4.953071	
8.426709	8.794804	
8.869552	9.141745	
9.354704	9.584588	
9.808830	10.000635	
17.054029	17.379659	
17.385274	17.664866	
17.769293	18.044394	
22.600968	22.967021	
23.024287	23.276931	
23.395955	23.614913	
30.778773	31.094297	
31.388487	31.643377	
31.775874	31.988095	
32.234002	32.431626	
33.962087	34.340491	
34.415723	34.681841	
34.990629	35.248887	
35.511637	35.754175	
36.131456	36.307746	
43.701793	44.048757	
44.082443	44.337333	
44.556291	44.767389	
45.159268	45.375980	
47.976529	48.276333	
48.380759	48.641263	
49.001702	49.247609	
54.480146	54.775459	
54.825987	55.055051	
55.539005	55.808492	
56.263251	56.501298	
